song_title,album_release_date_iso,play_date_iso
Jungleland,1975-01-01,1974-11-30
Kitty’s Back,1973-01-01,1974-11-30
New York City Serenade,1973-01-01,1974-11-30
Rosalita (Come Out Tonight),1973-01-01,1974-11-30
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-11-30
Incident on 57th Street,1973-01-01,1974-11-29
Spirit in the Night,1973-01-01,1974-11-29
Does This Bus Stop at 82nd Street?,1973-01-01,1974-11-29
Growin’ Up,1973-01-01,1974-11-29
It’s Hard to Be a Saint in the City,1973-01-01,1974-11-29
Jungleland,1975-01-01,1974-11-29
Kitty’s Back,1973-01-01,1974-11-29
New York City Serenade,1973-01-01,1974-11-29
Rosalita (Come Out Tonight),1973-01-01,1974-11-29
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-11-29
Incident on 57th Street,1973-01-01,1974-11-23
Spirit in the Night,1973-01-01,1974-11-23
Does This Bus Stop at 82nd Street?,1973-01-01,1974-11-23
Growin’ Up,1973-01-01,1974-11-23
It’s Hard to Be a Saint in the City,1973-01-01,1974-11-23
Jungleland,1975-01-01,1974-11-23
Kitty’s Back,1973-01-01,1974-11-23
New York City Serenade,1973-01-01,1974-11-23
Rosalita (Come Out Tonight),1973-01-01,1974-11-23
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-11-23
Incident on 57th Street,1973-01-01,1974-11-22
Jungleland,1975-01-01,1974-11-22
Kitty’s Back,1973-01-01,1974-11-22
Born to Run,1975-01-01,1974-11-22
Spirit in the Night,1973-01-01,1974-11-22
Growin’ Up,1973-01-01,1974-11-22
It’s Hard to Be a Saint in the City,1973-01-01,1974-11-22
For You,1973-01-01,1974-11-22
New York City Serenade,1973-01-01,1974-11-22
Rosalita (Come Out Tonight),1973-01-01,1974-11-22
Does This Bus Stop at 82nd Street?,1973-01-01,1974-11-22
Incident on 57th Street,1973-01-01,1974-11-17
Does This Bus Stop at 82nd Street?,1973-01-01,1974-11-17
Kitty’s Back,1973-01-01,1974-11-17
Rosalita (Come Out Tonight),1973-01-01,1974-11-17
Incident on 57th Street,1973-01-01,1974-11-16
Spirit in the Night,1973-01-01,1974-11-16
Does This Bus Stop at 82nd Street?,1973-01-01,1974-11-16
The E Street Shuffle,1973-01-01,1974-11-16
It’s Hard to Be a Saint in the City,1973-01-01,1974-11-16
Jungleland,1975-01-01,1974-11-16
She’s the One,1975-01-01,1974-11-16
Kitty’s Back,1973-01-01,1974-11-16
New York City Serenade,1973-01-01,1974-11-16
Rosalita (Come Out Tonight),1973-01-01,1974-11-16
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-11-16
She’s the One,1975-01-01,1974-11-15
Jungleland,1975-01-01,1974-11-15
Incident on 57th Street,1973-01-01,1974-11-08
Spirit in the Night,1973-01-01,1974-11-08
Growin’ Up,1973-01-01,1974-11-08
The E Street Shuffle,1973-01-01,1974-11-08
It’s Hard to Be a Saint in the City,1973-01-01,1974-11-08
Lost in the Flood,1973-01-01,1974-11-08
Jungleland,1975-01-01,1974-11-08
She’s the One,1975-01-01,1974-11-08
Kitty’s Back,1973-01-01,1974-11-08
New York City Serenade,1973-01-01,1974-11-08
Spirit in the Night,1973-01-01,1974-11-02
Born to Run,1975-01-01,1974-11-02
Jungleland,1975-01-01,1974-11-02
Rosalita (Come Out Tonight),1973-01-01,1974-11-02
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-11-02
Incident on 57th Street,1973-01-01,1974-11-01
Spirit in the Night,1973-01-01,1974-11-01
Does This Bus Stop at 82nd Street?,1973-01-01,1974-11-01
Born to Run,1975-01-01,1974-11-01
It’s Hard to Be a Saint in the City,1973-01-01,1974-11-01
She’s the One,1975-01-01,1974-11-01
Jungleland,1975-01-01,1974-11-01
Kitty’s Back,1973-01-01,1974-11-01
New York City Serenade,1973-01-01,1974-11-01
Rosalita (Come Out Tonight),1973-01-01,1974-11-01
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-11-01
Incident on 57th Street,1973-01-01,1974-10-29
Spirit in the Night,1973-01-01,1974-10-29
Does This Bus Stop at 82nd Street?,1973-01-01,1974-10-29
It’s Hard to Be a Saint in the City,1973-01-01,1974-10-29
Jungleland,1975-01-01,1974-10-29
She’s the One,1975-01-01,1974-10-29
Kitty’s Back,1973-01-01,1974-10-29
New York City Serenade,1973-01-01,1974-10-29
Rosalita (Come Out Tonight),1973-01-01,1974-10-29
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-10-29
Incident on 57th Street,1973-01-01,1974-10-26
Spirit in the Night,1973-01-01,1974-10-26
Does This Bus Stop at 82nd Street?,1973-01-01,1974-10-26
It’s Hard to Be a Saint in the City,1973-01-01,1974-10-26
Jungleland,1975-01-01,1974-10-26
She’s the One,1975-01-01,1974-10-26
Kitty’s Back,1973-01-01,1974-10-26
New York City Serenade,1973-01-01,1974-10-26
Rosalita (Come Out Tonight),1973-01-01,1974-10-26
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-10-26
Incident on 57th Street,1973-01-01,1974-10-20
Spirit in the Night,1973-01-01,1974-10-20
Does This Bus Stop at 82nd Street?,1973-01-01,1974-10-20
The E Street Shuffle,1973-01-01,1974-10-20
Kitty’s Back,1973-01-01,1974-10-20
New York City Serenade,1973-01-01,1974-10-20
Rosalita (Come Out Tonight),1973-01-01,1974-10-20
Incident on 57th Street,1973-01-01,1974-10-19
Spirit in the Night,1973-01-01,1974-10-19
Does This Bus Stop at 82nd Street?,1973-01-01,1974-10-19
It’s Hard to Be a Saint in the City,1973-01-01,1974-10-19
Lost in the Flood,1973-01-01,1974-10-19
She’s the One,1975-01-01,1974-10-19
Jungleland,1975-01-01,1974-10-19
Kitty’s Back,1973-01-01,1974-10-19
New York City Serenade,1973-01-01,1974-10-19
Rosalita (Come Out Tonight),1973-01-01,1974-10-19
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-10-19
Incident on 57th Street,1973-01-01,1974-10-18
Spirit in the Night,1973-01-01,1974-10-18
Does This Bus Stop at 82nd Street?,1973-01-01,1974-10-18
It’s Hard to Be a Saint in the City,1973-01-01,1974-10-18
She’s the One,1975-01-01,1974-10-18
Jungleland,1975-01-01,1974-10-18
Kitty’s Back,1973-01-01,1974-10-18
New York City Serenade,1973-01-01,1974-10-18
Rosalita (Come Out Tonight),1973-01-01,1974-10-18
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-10-18
Rosalita (Come Out Tonight),1973-01-01,1974-10-12
Incident on 57th Street,1973-01-01,1974-10-12
Spirit in the Night,1973-01-01,1974-10-12
Does This Bus Stop at 82nd Street?,1973-01-01,1974-10-12
It’s Hard to Be a Saint in the City,1973-01-01,1974-10-12
Lost in the Flood,1973-01-01,1974-10-12
She’s the One,1975-01-01,1974-10-12
Jungleland,1975-01-01,1974-10-12
Kitty’s Back,1973-01-01,1974-10-12
New York City Serenade,1973-01-01,1974-10-12
Rosalita (Come Out Tonight),1973-01-01,1974-10-12
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-10-12
Incident on 57th Street,1973-01-01,1974-10-11
Spirit in the Night,1973-01-01,1974-10-11
Does This Bus Stop at 82nd Street?,1973-01-01,1974-10-11
It’s Hard to Be a Saint in the City,1973-01-01,1974-10-11
Lost in the Flood,1973-01-01,1974-10-11
She’s the One,1975-01-01,1974-10-11
Jungleland,1975-01-01,1974-10-11
Kitty’s Back,1973-01-01,1974-10-11
Incident on 57th Street,1973-01-01,1974-10-06
Spirit in the Night,1973-01-01,1974-10-06
She’s the One,1975-01-01,1974-10-06
Jungleland,1975-01-01,1974-10-06
Kitty’s Back,1973-01-01,1974-10-06
Rosalita (Come Out Tonight),1973-01-01,1974-10-06
Incident on 57th Street,1973-01-01,1974-10-05
Spirit in the Night,1973-01-01,1974-10-05
It’s Hard to Be a Saint in the City,1973-01-01,1974-10-05
Lost in the Flood,1973-01-01,1974-10-05
For You,1973-01-01,1974-10-05
Kitty’s Back,1973-01-01,1974-10-05
Rosalita (Come Out Tonight),1973-01-01,1974-10-05
Incident on 57th Street,1973-01-01,1974-10-04
Spirit in the Night,1973-01-01,1974-10-04
Does This Bus Stop at 82nd Street?,1973-01-01,1974-10-04
It’s Hard to Be a Saint in the City,1973-01-01,1974-10-04
Lost in the Flood,1973-01-01,1974-10-04
She’s the One,1975-01-01,1974-10-04
Jungleland,1975-01-01,1974-10-04
Kitty’s Back,1973-01-01,1974-10-04
New York City Serenade,1973-01-01,1974-10-04
Rosalita (Come Out Tonight),1973-01-01,1974-10-04
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-10-04
Spirit in the Night,1973-01-01,1974-09-22
Does This Bus Stop at 82nd Street?,1973-01-01,1974-09-22
For You,1973-01-01,1974-09-22
It’s Hard to Be a Saint in the City,1973-01-01,1974-09-22
Kitty’s Back,1973-01-01,1974-09-22
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-09-22
Rosalita (Come Out Tonight),1973-01-01,1974-09-22
Incident on 57th Street,1973-01-01,1974-09-21
New York City Serenade,1973-01-01,1974-09-21
The E Street Shuffle,1973-01-01,1974-09-21
Rosalita (Come Out Tonight),1973-01-01,1974-09-21
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-09-21
Incident on 57th Street,1973-01-01,1974-09-20
Spirit in the Night,1973-01-01,1974-09-20
New York City Serenade,1973-01-01,1974-09-20
Lost in the Flood,1973-01-01,1974-09-20
The E Street Shuffle,1973-01-01,1974-09-20
Jungleland,1975-01-01,1974-09-20
Kitty’s Back,1973-01-01,1974-09-20
For You,1973-01-01,1974-09-20
Rosalita (Come Out Tonight),1973-01-01,1974-09-20
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-09-20
The E Street Shuffle,1973-01-01,1974-09-19
Lost in the Flood,1973-01-01,1974-09-19
Rosalita (Come Out Tonight),1973-01-01,1974-09-19
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-09-19
New York City Serenade,1973-01-01,1974-08-14
Spirit in the Night,1973-01-01,1974-08-14
Incident on 57th Street,1973-01-01,1974-08-14
It’s Hard to Be a Saint in the City,1973-01-01,1974-08-14
Born to Run,1975-01-01,1974-08-14
Kitty’s Back,1973-01-01,1974-08-14
Rosalita (Come Out Tonight),1973-01-01,1974-08-14
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-08-14
Spirit in the Night,1973-01-01,1974-08-13
Jungleland,1975-01-01,1974-08-13
Jungleland,1975-01-01,1974-08-03
Kitty’s Back,1973-01-01,1974-08-03
Rosalita (Come Out Tonight),1973-01-01,1974-08-03
Incident on 57th Street,1973-01-01,1974-07-30
Spirit in the Night,1973-01-01,1974-07-30
The E Street Shuffle,1973-01-01,1974-07-30
New York City Serenade,1973-01-01,1974-07-30
Kitty’s Back,1973-01-01,1974-07-30
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-07-30
Jungleland,1975-01-01,1974-07-30
Rosalita (Come Out Tonight),1973-01-01,1974-07-30
Incident on 57th Street,1973-01-01,1974-07-28
Jungleland,1975-01-01,1974-07-28
Spirit in the Night,1973-01-01,1974-07-25
Does This Bus Stop at 82nd Street?,1973-01-01,1974-07-25
The E Street Shuffle,1973-01-01,1974-07-25
Jungleland,1975-01-01,1974-07-25
Kitty’s Back,1973-01-01,1974-07-25
New York City Serenade,1973-01-01,1974-07-25
Rosalita (Come Out Tonight),1973-01-01,1974-07-25
Kitty’s Back,1973-01-01,1974-07-14
Jungleland,1975-01-01,1974-07-14
Spirit in the Night,1973-01-01,1974-07-13
Does This Bus Stop at 82nd Street?,1973-01-01,1974-07-13
It’s Hard to Be a Saint in the City,1973-01-01,1974-07-13
Jungleland,1975-01-01,1974-07-13
Born to Run,1975-01-01,1974-07-13
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-07-13
Kitty’s Back,1973-01-01,1974-07-13
New York City Serenade,1973-01-01,1974-07-13
Rosalita (Come Out Tonight),1973-01-01,1974-07-13
Jungleland,1975-01-01,1974-07-12
Spirit in the Night,1973-01-01,1974-07-12
The E Street Shuffle,1973-01-01,1974-07-12
Jungleland,1975-01-01,1974-07-12
Kitty’s Back,1973-01-01,1974-07-12
Rosalita (Come Out Tonight),1973-01-01,1974-06-22
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-06-21
New York City Serenade,1973-01-01,1974-06-21
Spirit in the Night,1973-01-01,1974-06-03
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-06-03
Rosalita (Come Out Tonight),1973-01-01,1974-06-03
Does This Bus Stop at 82nd Street?,1973-01-01,1974-06-02
It’s Hard to Be a Saint in the City,1973-01-01,1974-06-02
Spirit in the Night,1973-01-01,1974-06-02
For You,1973-01-01,1974-06-02
New York City Serenade,1973-01-01,1974-06-01
Kitty’s Back,1973-01-01,1974-06-01
New York City Serenade,1973-01-01,1974-05-24
For You,1973-01-01,1974-05-24
Born to Run,1975-01-01,1974-05-11
The E Street Shuffle,1973-01-01,1974-05-09
New York City Serenade,1973-01-01,1974-05-09
Spirit in the Night,1973-01-01,1974-05-09
Born to Run,1975-01-01,1974-05-09
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-05-09
It’s Hard to Be a Saint in the City,1973-01-01,1974-05-09
Kitty’s Back,1973-01-01,1974-05-09
For You,1973-01-01,1974-05-09
Rosalita (Come Out Tonight),1973-01-01,1974-05-09
New York City Serenade,1973-01-01,1974-05-09
Spirit in the Night,1973-01-01,1974-05-09
Does This Bus Stop at 82nd Street?,1973-01-01,1974-05-09
It’s Hard to Be a Saint in the City,1973-01-01,1974-05-09
Kitty’s Back,1973-01-01,1974-05-09
Rosalita (Come Out Tonight),1973-01-01,1974-05-09
Spirit in the Night,1973-01-01,1974-05-06
New York City Serenade,1973-01-01,1974-05-04
Growin’ Up,1973-01-01,1974-05-04
It’s Hard to Be a Saint in the City,1973-01-01,1974-05-04
Kitty’s Back,1973-01-01,1974-05-04
Rosalita (Come Out Tonight),1973-01-01,1974-05-04
Rosalita (Come Out Tonight),1973-01-01,1974-04-29
Does This Bus Stop at 82nd Street?,1973-01-01,1974-04-28
Kitty’s Back,1973-01-01,1974-04-28
Blinded by the Light,1973-01-01,1974-04-28
Born to Run,1975-01-01,1974-04-28
Growin’ Up,1973-01-01,1974-04-27
Kitty’s Back,1973-01-01,1974-04-27
Spirit in the Night,1973-01-01,1974-04-27
Rosalita (Come Out Tonight),1973-01-01,1974-04-27
New York City Serenade,1973-01-01,1974-04-26
Spirit in the Night,1973-01-01,1974-04-26
It’s Hard to Be a Saint in the City,1973-01-01,1974-04-26
The E Street Shuffle,1973-01-01,1974-04-26
Growin’ Up,1973-01-01,1974-04-26
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-04-26
Kitty’s Back,1973-01-01,1974-04-26
For You,1973-01-01,1974-04-26
New York City Serenade,1973-01-01,1974-04-20
Spirit in the Night,1973-01-01,1974-04-20
Kitty’s Back,1973-01-01,1974-04-20
It’s Hard to Be a Saint in the City,1973-01-01,1974-04-20
Rosalita (Come Out Tonight),1973-01-01,1974-04-20
Wild Billy’s Circus Story,1973-01-01,1974-04-19
New York City Serenade,1973-01-01,1974-04-19
It’s Hard to Be a Saint in the City,1973-01-01,1974-04-19
The E Street Shuffle,1973-01-01,1974-04-19
For You,1973-01-01,1974-04-19
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-04-13
Wild Billy’s Circus Story,1973-01-01,1974-04-11
Spirit in the Night,1973-01-01,1974-04-11
Does This Bus Stop at 82nd Street?,1973-01-01,1974-04-11
It’s Hard to Be a Saint in the City,1973-01-01,1974-04-11
Kitty’s Back,1973-01-01,1974-04-11
Blinded by the Light,1973-01-01,1974-04-11
Growin’ Up,1973-01-01,1974-04-11
For You,1973-01-01,1974-04-11
Rosalita (Come Out Tonight),1973-01-01,1974-04-11
New York City Serenade,1973-01-01,1974-04-10
Spirit in the Night,1973-01-01,1974-04-10
For You,1973-01-01,1974-04-10
Rosalita (Come Out Tonight),1973-01-01,1974-04-10
New York City Serenade,1973-01-01,1974-04-10
New York City Serenade,1973-01-01,1974-04-09
Spirit in the Night,1973-01-01,1974-04-09
Kitty’s Back,1973-01-01,1974-04-09
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-04-09
Rosalita (Come Out Tonight),1973-01-01,1974-04-09
Does This Bus Stop at 82nd Street?,1973-01-01,1974-04-09
Growin’ Up,1973-01-01,1974-04-09
Wild Billy’s Circus Story,1973-01-01,1974-04-09
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-04-09
Rosalita (Come Out Tonight),1973-01-01,1974-04-09
New York City Serenade,1973-01-01,1974-04-07
New York City Serenade,1973-01-01,1974-04-06
Spirit in the Night,1973-01-01,1974-04-06
The E Street Shuffle,1973-01-01,1974-04-06
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-04-06
Kitty’s Back,1973-01-01,1974-04-06
It’s Hard to Be a Saint in the City,1973-01-01,1974-04-06
Blinded by the Light,1973-01-01,1974-04-06
For You,1973-01-01,1974-04-06
Rosalita (Come Out Tonight),1973-01-01,1974-04-06
New York City Serenade,1973-01-01,1974-04-05
Spirit in the Night,1973-01-01,1974-04-05
Kitty’s Back,1973-01-01,1974-04-05
For You,1973-01-01,1974-04-05
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-04-05
Rosalita (Come Out Tonight),1973-01-01,1974-04-05
Wild Billy’s Circus Story,1973-01-01,1974-03-24
New York City Serenade,1973-01-01,1974-03-24
Spirit in the Night,1973-01-01,1974-03-24
The E Street Shuffle,1973-01-01,1974-03-24
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-03-24
Kitty’s Back,1973-01-01,1974-03-24
It’s Hard to Be a Saint in the City,1973-01-01,1974-03-24
For You,1973-01-01,1974-03-24
Rosalita (Come Out Tonight),1973-01-01,1974-03-24
New York City Serenade,1973-01-01,1974-03-16
Spirit in the Night,1973-01-01,1974-03-16
Rosalita (Come Out Tonight),1973-01-01,1974-03-16
Rosalita (Come Out Tonight),1973-01-01,1974-03-15
Blinded by the Light,1973-01-01,1974-03-15
Mary Queen of Arkansas,1973-01-01,1974-03-10
Spirit in the Night,1973-01-01,1974-03-10
The E Street Shuffle,1973-01-01,1974-03-10
It’s Hard to Be a Saint in the City,1973-01-01,1974-03-10
Does This Bus Stop at 82nd Street?,1973-01-01,1974-03-10
Kitty’s Back,1973-01-01,1974-03-10
She’s the One,1975-01-01,1974-03-10
For You,1973-01-01,1974-03-10
Rosalita (Come Out Tonight),1973-01-01,1974-03-10
Wild Billy’s Circus Story,1973-01-01,1974-03-10
New York City Serenade,1973-01-01,1974-03-10
Wild Billy’s Circus Story,1973-01-01,1974-03-09
New York City Serenade,1973-01-01,1974-03-09
Spirit in the Night,1973-01-01,1974-03-09
It’s Hard to Be a Saint in the City,1973-01-01,1974-03-09
Blinded by the Light,1973-01-01,1974-03-09
For You,1973-01-01,1974-03-09
Rosalita (Come Out Tonight),1973-01-01,1974-03-09
Does This Bus Stop at 82nd Street?,1973-01-01,1974-03-09
Growin’ Up,1973-01-01,1974-03-09
Mary Queen of Arkansas,1973-01-01,1974-03-09
Wild Billy’s Circus Story,1973-01-01,1974-03-09
Incident on 57th Street,1973-01-01,1974-03-07
Spirit in the Night,1973-01-01,1974-03-07
She’s the One,1975-01-01,1974-03-07
Jungleland,1975-01-01,1974-03-07
Rosalita (Come Out Tonight),1973-01-01,1974-03-07
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-03-07
Wild Billy’s Circus Story,1973-01-01,1974-03-03
New York City Serenade,1973-01-01,1974-03-03
Spirit in the Night,1973-01-01,1974-03-03
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-03-03
It’s Hard to Be a Saint in the City,1973-01-01,1974-03-03
Kitty’s Back,1973-01-01,1974-03-03
For You,1973-01-01,1974-03-03
Rosalita (Come Out Tonight),1973-01-01,1974-03-03
Wild Billy’s Circus Story,1973-01-01,1974-03-03
Incident on 57th Street,1973-01-01,1974-03-03
New York City Serenade,1973-01-01,1974-03-03
Spirit in the Night,1973-01-01,1974-03-03
The E Street Shuffle,1973-01-01,1974-03-03
"4th of July, Asbury Park (Sandy)",1973-01-01,1974-03-03
Blinded by the Light,1973-01-01,1974-03-03
Kitty’s Back,1973-01-01,1974-03-03
For You,1973-01-01,1974-03-03
Rosalita (Come Out Tonight),1973-01-01,1974-03-03
Wild Billy’s Circus Story,1973-01-01,1974-02-25
Rosalita (Come Out Tonight),1973-01-01,1974-02-25
Spirit in the Night,1973-01-01,1974-02-24
Wild Billy’s Circus Story,1973-01-01,1974-02-24
Rosalita (Come Out Tonight),1973-01-01,1974-02-23
New York City Serenade,1973-01-01,1974-02-12
Spirit in the Night,1973-01-01,1974-02-12
Growin’ Up,1973-01-01,1974-02-12
Blinded by the Light,1973-01-01,1974-02-12
Kitty’s Back,1973-01-01,1974-02-12
For You,1973-01-01,1974-02-12
Rosalita (Come Out Tonight),1973-01-01,1974-02-02
Spirit in the Night,1973-01-01,1974-02-01
Does This Bus Stop at 82nd Street?,1973-01-01,1974-02-01
Blinded by the Light,1973-01-01,1974-02-01
Kitty’s Back,1973-01-01,1974-02-01
Does This Bus Stop at 82nd Street?,1973-01-01,1974-01-29
Incident on 57th Street,1973-01-01,1974-01-29
Kitty’s Back,1973-01-01,1974-01-29
Growin’ Up,1973-01-01,1974-01-29
Blinded by the Light,1973-01-01,1974-01-29
Wild Billy’s Circus Story,1973-01-01,1974-01-26
Kitty’s Back,1973-01-01,1974-01-26
New York City Serenade,1973-01-01,1974-01-26
Rosalita (Come Out Tonight),1973-01-01,1974-01-26
Spirit in the Night,1973-01-01,1974-01-25
New York City Serenade,1973-01-01,1974-01-25
Blinded by the Light,1973-01-01,1974-01-25
Kitty’s Back,1973-01-01,1974-01-25
