song_title,album_release_date_iso,play_date_iso,years_since_release
Hungry Heart,1980-01-01,1984-11-12,4.87
Dancing in the Dark,1984-01-01,1984-11-12,0.87
Cadillac Ranch,1980-01-01,1984-11-12,4.87
No Surrender,1984-01-01,1984-11-12,0.87
I’m on Fire,1984-01-01,1984-11-12,0.87
Cover Me,1984-01-01,1984-11-12,0.87
Growin’ Up,1973-01-01,1984-11-12,11.86
Bobby Jean,1984-01-01,1984-11-12,0.87
Racing in the Street,1978-01-01,1984-11-12,6.86
Jungleland,1975-01-01,1984-11-12,9.86
Born to Run,1975-01-01,1984-11-12,9.86
Born in the U.S.A.,1984-01-01,1984-11-11,0.86
Prove It All Night,1978-01-01,1984-11-11,6.86
Out in the Street,1980-01-01,1984-11-11,4.86
Atlantic City,1982-01-01,1984-11-11,2.86
Johnny 99,1982-01-01,1984-11-11,2.86
Reason to Believe,1982-01-01,1984-11-11,2.86
Mansion on the Hill,1982-01-01,1984-11-11,2.86
Darlington County,1984-01-01,1984-11-11,0.86
Glory Days,1984-01-01,1984-11-11,0.86
The Promised Land,1978-01-01,1984-11-11,6.86
My Hometown,1984-01-01,1984-11-11,0.86
Badlands,1978-01-01,1984-11-11,6.86
Thunder Road,1975-01-01,1984-11-11,9.86
Cover Me,1984-01-01,1984-11-11,0.86
Dancing in the Dark,1984-01-01,1984-11-11,0.86
Hungry Heart,1980-01-01,1984-11-11,4.86
Cadillac Ranch,1980-01-01,1984-11-11,4.86
Downbound Train,1984-01-01,1984-11-11,0.86
I’m on Fire,1984-01-01,1984-11-11,0.86
Stolen Car,1980-01-01,1984-11-11,4.86
Bobby Jean,1984-01-01,1984-11-11,0.86
Racing in the Street,1978-01-01,1984-11-11,6.86
Jungleland,1975-01-01,1984-11-11,9.86
Born to Run,1975-01-01,1984-11-11,9.86
Born in the U.S.A.,1984-01-01,1984-11-08,0.85
Prove It All Night,1978-01-01,1984-11-08,6.85
Out in the Street,1980-01-01,1984-11-08,4.85
Atlantic City,1982-01-01,1984-11-08,2.85
Johnny 99,1982-01-01,1984-11-08,2.85
Reason to Believe,1982-01-01,1984-11-08,2.85
Mansion on the Hill,1982-01-01,1984-11-08,2.85
Darlington County,1984-01-01,1984-11-08,0.85
Glory Days,1984-01-01,1984-11-08,0.85
The Promised Land,1978-01-01,1984-11-08,6.85
My Hometown,1984-01-01,1984-11-08,0.85
Badlands,1978-01-01,1984-11-08,6.85
Thunder Road,1975-01-01,1984-11-08,9.85
Cover Me,1984-01-01,1984-11-08,0.85
Dancing in the Dark,1984-01-01,1984-11-08,0.85
Hungry Heart,1980-01-01,1984-11-08,4.85
Cadillac Ranch,1980-01-01,1984-11-08,4.85
Downbound Train,1984-01-01,1984-11-08,0.85
I’m on Fire,1984-01-01,1984-11-08,0.85
Stolen Car,1980-01-01,1984-11-08,4.85
Bobby Jean,1984-01-01,1984-11-08,0.85
Racing in the Street,1978-01-01,1984-11-08,6.85
Jungleland,1975-01-01,1984-11-08,9.85
Born to Run,1975-01-01,1984-11-08,9.85
Born in the U.S.A.,1984-01-01,1984-11-04,0.84
Prove It All Night,1978-01-01,1984-11-04,6.84
Out in the Street,1980-01-01,1984-11-04,4.84
Atlantic City,1982-01-01,1984-11-04,2.84
Johnny 99,1982-01-01,1984-11-04,2.84
Reason to Believe,1982-01-01,1984-11-04,2.84
Nebraska,1982-01-01,1984-11-04,2.84
Darlington County,1984-01-01,1984-11-04,0.84
Glory Days,1984-01-01,1984-11-04,0.84
The Promised Land,1978-01-01,1984-11-04,6.84
My Hometown,1984-01-01,1984-11-04,0.84
Badlands,1978-01-01,1984-11-04,6.84
Thunder Road,1975-01-01,1984-11-04,9.84
Cover Me,1984-01-01,1984-11-04,0.84
Dancing in the Dark,1984-01-01,1984-11-04,0.84
Hungry Heart,1980-01-01,1984-11-04,4.84
Cadillac Ranch,1980-01-01,1984-11-04,4.84
No Surrender,1984-01-01,1984-11-04,0.84
Because the Night,2010-01-01,1984-11-04,-25.16
I’m on Fire,1984-01-01,1984-11-04,0.84
Bobby Jean,1984-01-01,1984-11-04,0.84
Racing in the Street,1978-01-01,1984-11-04,6.84
Jungleland,1975-01-01,1984-11-04,9.84
Born to Run,1975-01-01,1984-11-04,9.84
Born in the U.S.A.,1984-01-01,1984-11-02,0.84
Prove It All Night,1978-01-01,1984-11-02,6.84
Out in the Street,1980-01-01,1984-11-02,4.84
Atlantic City,1982-01-01,1984-11-02,2.84
Reason to Believe,1982-01-01,1984-11-02,2.84
Used Cars,1982-01-01,1984-11-02,2.84
Darlington County,1984-01-01,1984-11-02,0.84
Glory Days,1984-01-01,1984-11-02,0.84
The Promised Land,1978-01-01,1984-11-02,6.84
My Hometown,1984-01-01,1984-11-02,0.84
Badlands,1978-01-01,1984-11-02,6.84
Thunder Road,1975-01-01,1984-11-02,9.84
Cover Me,1984-01-01,1984-11-02,0.84
Dancing in the Dark,1984-01-01,1984-11-02,0.84
Hungry Heart,1980-01-01,1984-11-02,4.84
Cadillac Ranch,1980-01-01,1984-11-02,4.84
Downbound Train,1984-01-01,1984-11-02,0.84
I’m on Fire,1984-01-01,1984-11-02,0.84
Stolen Car,1980-01-01,1984-11-02,4.84
Bobby Jean,1984-01-01,1984-11-02,0.84
Racing in the Street,1978-01-01,1984-11-02,6.84
Jungleland,1975-01-01,1984-11-02,9.84
Born to Run,1975-01-01,1984-11-02,9.84
Born in the U.S.A.,1984-01-01,1984-10-31,0.83
Out in the Street,1980-01-01,1984-10-31,4.83
Atlantic City,1982-01-01,1984-10-31,2.83
Johnny 99,1982-01-01,1984-10-31,2.83
My Father’s House,1982-01-01,1984-10-31,2.83
Reason to Believe,1982-01-01,1984-10-31,2.83
Prove It All Night,1978-01-01,1984-10-31,6.83
Glory Days,1984-01-01,1984-10-31,0.83
Darlington County,1984-01-01,1984-10-31,0.83
The Promised Land,1978-01-01,1984-10-31,6.83
My Hometown,1984-01-01,1984-10-31,0.83
Badlands,1978-01-01,1984-10-31,6.83
Thunder Road,1975-01-01,1984-10-31,9.83
Cover Me,1984-01-01,1984-10-31,0.83
Dancing in the Dark,1984-01-01,1984-10-31,0.83
Cadillac Ranch,1980-01-01,1984-10-31,4.83
Point Blank,1980-01-01,1984-10-31,4.83
I’m on Fire,1984-01-01,1984-10-31,0.83
Downbound Train,1984-01-01,1984-10-31,0.83
Because the Night,2010-01-01,1984-10-31,-25.17
Bobby Jean,1984-01-01,1984-10-31,0.83
Racing in the Street,1978-01-01,1984-10-31,6.83
Hungry Heart,1980-01-01,1984-10-31,4.83
Sherry Darling,1980-01-01,1984-10-31,4.83
Born to Run,1975-01-01,1984-10-31,9.83
Born in the U.S.A.,1984-01-01,1984-10-29,0.83
Night,1975-01-01,1984-10-29,9.83
Out in the Street,1980-01-01,1984-10-29,4.83
Atlantic City,1982-01-01,1984-10-29,2.83
Nebraska,1982-01-01,1984-10-29,2.83
Reason to Believe,1982-01-01,1984-10-29,2.83
Mansion on the Hill,1982-01-01,1984-10-29,2.83
Prove It All Night,1978-01-01,1984-10-29,6.83
Darlington County,1984-01-01,1984-10-29,0.83
Glory Days,1984-01-01,1984-10-29,0.83
The Promised Land,1978-01-01,1984-10-29,6.83
Darkness on the Edge of Town,1978-01-01,1984-10-29,6.83
Badlands,1978-01-01,1984-10-29,6.83
Thunder Road,1975-01-01,1984-10-29,9.83
Cover Me,1984-01-01,1984-10-29,0.83
Dancing in the Dark,1984-01-01,1984-10-29,0.83
Cadillac Ranch,1980-01-01,1984-10-29,4.83
Candy’s Room,1978-01-01,1984-10-29,6.83
Downbound Train,1984-01-01,1984-10-29,0.83
I’m on Fire,1984-01-01,1984-10-29,0.83
Bobby Jean,1984-01-01,1984-10-29,0.83
Racing in the Street,1978-01-01,1984-10-29,6.83
Hungry Heart,1980-01-01,1984-10-29,4.83
Born to Run,1975-01-01,1984-10-29,9.83
Born in the U.S.A.,1984-01-01,1984-10-28,0.82
Badlands,1978-01-01,1984-10-28,6.82
Out in the Street,1980-01-01,1984-10-28,4.82
Atlantic City,1982-01-01,1984-10-28,2.82
Johnny 99,1982-01-01,1984-10-28,2.82
Reason to Believe,1982-01-01,1984-10-28,2.82
Mansion on the Hill,1982-01-01,1984-10-28,2.82
State Trooper,1982-01-01,1984-10-28,2.82
Prove It All Night,1978-01-01,1984-10-28,6.82
Darlington County,1984-01-01,1984-10-28,0.82
Glory Days,1984-01-01,1984-10-28,0.82
The Promised Land,1978-01-01,1984-10-28,6.82
My Hometown,1984-01-01,1984-10-28,0.82
Point Blank,1980-01-01,1984-10-28,4.82
Thunder Road,1975-01-01,1984-10-28,9.82
Cover Me,1984-01-01,1984-10-28,0.82
Dancing in the Dark,1984-01-01,1984-10-28,0.82
Hungry Heart,1980-01-01,1984-10-28,4.82
Cadillac Ranch,1980-01-01,1984-10-28,4.82
Downbound Train,1984-01-01,1984-10-28,0.82
I’m on Fire,1984-01-01,1984-10-28,0.82
Bobby Jean,1984-01-01,1984-10-28,0.82
Racing in the Street,1978-01-01,1984-10-28,6.82
Rosalita (Come Out Tonight),1973-01-01,1984-10-28,11.82
I’m a Rocker,1980-01-01,1984-10-28,4.82
Jungleland,1975-01-01,1984-10-28,9.82
Born to Run,1975-01-01,1984-10-28,9.82
Born in the U.S.A.,1984-01-01,1984-10-26,0.82
Prove It All Night,1978-01-01,1984-10-26,6.82
Out in the Street,1980-01-01,1984-10-26,4.82
Atlantic City,1982-01-01,1984-10-26,2.82
Nebraska,1982-01-01,1984-10-26,2.82
Reason to Believe,1982-01-01,1984-10-26,2.82
Highway Patrolman,1982-01-01,1984-10-26,2.82
I’m Goin’ Down,1984-01-01,1984-10-26,0.82
Darlington County,1984-01-01,1984-10-26,0.82
Glory Days,1984-01-01,1984-10-26,0.82
The Promised Land,1978-01-01,1984-10-26,6.82
Darkness on the Edge of Town,1978-01-01,1984-10-26,6.82
Badlands,1978-01-01,1984-10-26,6.82
Thunder Road,1975-01-01,1984-10-26,9.82
Cover Me,1984-01-01,1984-10-26,0.82
Dancing in the Dark,1984-01-01,1984-10-26,0.82
Hungry Heart,1980-01-01,1984-10-26,4.82
Cadillac Ranch,1980-01-01,1984-10-26,4.82
No Surrender,1984-01-01,1984-10-26,0.82
Downbound Train,1984-01-01,1984-10-26,0.82
I’m on Fire,1984-01-01,1984-10-26,0.82
Bobby Jean,1984-01-01,1984-10-26,0.82
Racing in the Street,1978-01-01,1984-10-26,6.82
Rosalita (Come Out Tonight),1973-01-01,1984-10-26,11.82
Jungleland,1975-01-01,1984-10-26,9.82
Born to Run,1975-01-01,1984-10-26,9.82
Born in the U.S.A.,1984-01-01,1984-10-25,0.82
Prove It All Night,1978-01-01,1984-10-25,6.81
Out in the Street,1980-01-01,1984-10-25,4.82
Reason to Believe,1982-01-01,1984-10-25,2.81
Atlantic City,1982-01-01,1984-10-25,2.81
Open All Night,1982-01-01,1984-10-25,2.81
Mansion on the Hill,1982-01-01,1984-10-25,2.81
Darlington County,1984-01-01,1984-10-25,0.82
Glory Days,1984-01-01,1984-10-25,0.82
The Promised Land,1978-01-01,1984-10-25,6.81
Used Cars,1982-01-01,1984-10-25,2.81
My Hometown,1984-01-01,1984-10-25,0.82
Point Blank,1980-01-01,1984-10-25,4.82
Badlands,1978-01-01,1984-10-25,6.81
Thunder Road,1975-01-01,1984-10-25,9.82
Cover Me,1984-01-01,1984-10-25,0.82
Dancing in the Dark,1984-01-01,1984-10-25,0.82
Hungry Heart,1980-01-01,1984-10-25,4.82
Cadillac Ranch,1980-01-01,1984-10-25,4.82
Downbound Train,1984-01-01,1984-10-25,0.82
I’m on Fire,1984-01-01,1984-10-25,0.82
Bobby Jean,1984-01-01,1984-10-25,0.82
Backstreets,1975-01-01,1984-10-25,9.82
Rosalita (Come Out Tonight),1973-01-01,1984-10-25,11.81
I’m a Rocker,1980-01-01,1984-10-25,4.82
Jungleland,1975-01-01,1984-10-25,9.82
Born to Run,1975-01-01,1984-10-25,9.82
Born in the U.S.A.,1984-01-01,1984-10-22,0.81
Prove It All Night,1978-01-01,1984-10-22,6.81
Out in the Street,1980-01-01,1984-10-22,4.81
Atlantic City,1982-01-01,1984-10-22,2.81
Johnny 99,1982-01-01,1984-10-22,2.81
Nebraska,1982-01-01,1984-10-22,2.81
Highway Patrolman,1982-01-01,1984-10-22,2.81
I’m Goin’ Down,1984-01-01,1984-10-22,0.81
Darlington County,1984-01-01,1984-10-22,0.81
Glory Days,1984-01-01,1984-10-22,0.81
The Promised Land,1978-01-01,1984-10-22,6.81
Darkness on the Edge of Town,1978-01-01,1984-10-22,6.81
Badlands,1978-01-01,1984-10-22,6.81
Thunder Road,1975-01-01,1984-10-22,9.81
Hungry Heart,1980-01-01,1984-10-22,4.81
Dancing in the Dark,1984-01-01,1984-10-22,0.81
Cadillac Ranch,1980-01-01,1984-10-22,4.81
Sherry Darling,1980-01-01,1984-10-22,4.81
Stolen Car,1980-01-01,1984-10-22,4.81
Downbound Train,1984-01-01,1984-10-22,0.81
I’m on Fire,1984-01-01,1984-10-22,0.81
Cover Me,1984-01-01,1984-10-22,0.81
Bobby Jean,1984-01-01,1984-10-22,0.81
Rosalita (Come Out Tonight),1973-01-01,1984-10-22,11.81
I’m a Rocker,1980-01-01,1984-10-22,4.81
Born to Run,1975-01-01,1984-10-22,9.81
Born in the U.S.A.,1984-01-01,1984-10-21,0.80
Out in the Street,1980-01-01,1984-10-21,4.81
Atlantic City,1982-01-01,1984-10-21,2.80
Johnny 99,1982-01-01,1984-10-21,2.80
Reason to Believe,1982-01-01,1984-10-21,2.80
Mansion on the Hill,1982-01-01,1984-10-21,2.80
State Trooper,1982-01-01,1984-10-21,2.80
Prove It All Night,1978-01-01,1984-10-21,6.80
Darlington County,1984-01-01,1984-10-21,0.80
Glory Days,1984-01-01,1984-10-21,0.80
The Promised Land,1978-01-01,1984-10-21,6.80
My Hometown,1984-01-01,1984-10-21,0.80
Point Blank,1980-01-01,1984-10-21,4.81
Badlands,1978-01-01,1984-10-21,6.80
Thunder Road,1975-01-01,1984-10-21,9.80
Cover Me,1984-01-01,1984-10-21,0.80
Dancing in the Dark,1984-01-01,1984-10-21,0.80
Hungry Heart,1980-01-01,1984-10-21,4.81
Cadillac Ranch,1980-01-01,1984-10-21,4.81
Downbound Train,1984-01-01,1984-10-21,0.80
I’m on Fire,1984-01-01,1984-10-21,0.80
Growin’ Up,1973-01-01,1984-10-21,11.80
Bobby Jean,1984-01-01,1984-10-21,0.80
Racing in the Street,1978-01-01,1984-10-21,6.80
Rosalita (Come Out Tonight),1973-01-01,1984-10-21,11.80
Jungleland,1975-01-01,1984-10-21,9.80
Born to Run,1975-01-01,1984-10-21,9.80
Born in the U.S.A.,1984-01-01,1984-10-19,0.80
Out in the Street,1980-01-01,1984-10-19,4.80
Darlington County,1984-01-01,1984-10-19,0.80
Atlantic City,1982-01-01,1984-10-19,2.80
Johnny 99,1982-01-01,1984-10-19,2.80
Highway Patrolman,1982-01-01,1984-10-19,2.80
Prove It All Night,1978-01-01,1984-10-19,6.80
Glory Days,1984-01-01,1984-10-19,0.80
The Promised Land,1978-01-01,1984-10-19,6.80
My Hometown,1984-01-01,1984-10-19,0.80
Point Blank,1980-01-01,1984-10-19,4.80
Badlands,1978-01-01,1984-10-19,6.80
Thunder Road,1975-01-01,1984-10-19,9.80
Sherry Darling,1980-01-01,1984-10-19,4.80
Hungry Heart,1980-01-01,1984-10-19,4.80
Dancing in the Dark,1984-01-01,1984-10-19,0.80
Cadillac Ranch,1980-01-01,1984-10-19,4.80
No Surrender,1984-01-01,1984-10-19,0.80
I’m on Fire,1984-01-01,1984-10-19,0.80
Cover Me,1984-01-01,1984-10-19,0.80
Growin’ Up,1973-01-01,1984-10-19,11.80
Bobby Jean,1984-01-01,1984-10-19,0.80
Backstreets,1975-01-01,1984-10-19,9.80
Born to Run,1975-01-01,1984-10-19,9.80
I’m a Rocker,1980-01-01,1984-10-19,4.80
Born in the U.S.A.,1984-01-01,1984-10-17,0.79
Out in the Street,1980-01-01,1984-10-17,4.79
Tenth Avenue Freeze‐Out,1975-01-01,1984-10-17,9.79
Atlantic City,1982-01-01,1984-10-17,2.79
Johnny 99,1982-01-01,1984-10-17,2.79
Reason to Believe,1982-01-01,1984-10-17,2.79
Mansion on the Hill,1982-01-01,1984-10-17,2.79
I’m Goin’ Down,1984-01-01,1984-10-17,0.79
Darlington County,1984-01-01,1984-10-17,0.79
Glory Days,1984-01-01,1984-10-17,0.79
The Promised Land,1978-01-01,1984-10-17,6.79
My Hometown,1984-01-01,1984-10-17,0.79
Badlands,1978-01-01,1984-10-17,6.79
Thunder Road,1975-01-01,1984-10-17,9.79
Hungry Heart,1980-01-01,1984-10-17,4.79
Dancing in the Dark,1984-01-01,1984-10-17,0.79
Cadillac Ranch,1980-01-01,1984-10-17,4.79
Downbound Train,1984-01-01,1984-10-17,0.79
I’m on Fire,1984-01-01,1984-10-17,0.79
Cover Me,1984-01-01,1984-10-17,0.79
Bobby Jean,1984-01-01,1984-10-17,0.79
Racing in the Street,1978-01-01,1984-10-17,6.79
Rosalita (Come Out Tonight),1973-01-01,1984-10-17,11.79
Jungleland,1975-01-01,1984-10-17,9.79
Born to Run,1975-01-01,1984-10-17,9.79
Born in the U.S.A.,1984-01-01,1984-10-15,0.79
Out in the Street,1980-01-01,1984-10-15,4.79
Tenth Avenue Freeze‐Out,1975-01-01,1984-10-15,9.79
Atlantic City,1982-01-01,1984-10-15,2.79
Johnny 99,1982-01-01,1984-10-15,2.79
Mansion on the Hill,1982-01-01,1984-10-15,2.79
Prove It All Night,1978-01-01,1984-10-15,6.79
Darlington County,1984-01-01,1984-10-15,0.79
Glory Days,1984-01-01,1984-10-15,0.79
The Promised Land,1978-01-01,1984-10-15,6.79
My Hometown,1984-01-01,1984-10-15,0.79
Badlands,1978-01-01,1984-10-15,6.79
Thunder Road,1975-01-01,1984-10-15,9.79
Hungry Heart,1980-01-01,1984-10-15,4.79
Dancing in the Dark,1984-01-01,1984-10-15,0.79
Cadillac Ranch,1980-01-01,1984-10-15,4.79
Sherry Darling,1980-01-01,1984-10-15,4.79
Downbound Train,1984-01-01,1984-10-15,0.79
I’m on Fire,1984-01-01,1984-10-15,0.79
Cover Me,1984-01-01,1984-10-15,0.79
Bobby Jean,1984-01-01,1984-10-15,0.79
Racing in the Street,1978-01-01,1984-10-15,6.79
Rosalita (Come Out Tonight),1973-01-01,1984-10-15,11.79
Jungleland,1975-01-01,1984-10-15,9.79
Born to Run,1975-01-01,1984-10-15,9.79
Born in the U.S.A.,1984-01-01,1984-09-25,0.73
Out in the Street,1980-01-01,1984-09-25,4.73
Spirit in the Night,1973-01-01,1984-09-25,11.73
Atlantic City,1982-01-01,1984-09-25,2.73
State Trooper,1982-01-01,1984-09-25,2.73
Highway Patrolman,1982-01-01,1984-09-25,2.73
Prove It All Night,1978-01-01,1984-09-25,6.73
Darlington County,1984-01-01,1984-09-25,0.73
Glory Days,1984-01-01,1984-09-25,0.73
The Promised Land,1978-01-01,1984-09-25,6.73
Point Blank,1980-01-01,1984-09-25,4.73
Badlands,1978-01-01,1984-09-25,6.73
Thunder Road,1975-01-01,1984-09-25,9.73
Hungry Heart,1980-01-01,1984-09-25,4.73
Dancing in the Dark,1984-01-01,1984-09-25,0.73
Cadillac Ranch,1980-01-01,1984-09-25,4.73
Candy’s Room,1978-01-01,1984-09-25,6.73
Downbound Train,1984-01-01,1984-09-25,0.73
I’m on Fire,1984-01-01,1984-09-25,0.73
Cover Me,1984-01-01,1984-09-25,0.73
Bobby Jean,1984-01-01,1984-09-25,0.73
Backstreets,1975-01-01,1984-09-25,9.73
Rosalita (Come Out Tonight),1973-01-01,1984-09-25,11.73
Jungleland,1975-01-01,1984-09-25,9.73
Born to Run,1975-01-01,1984-09-25,9.73
Born in the U.S.A.,1984-01-01,1984-09-24,0.73
Out in the Street,1980-01-01,1984-09-24,4.73
Tenth Avenue Freeze‐Out,1975-01-01,1984-09-24,9.73
Atlantic City,1982-01-01,1984-09-24,2.73
Johnny 99,1982-01-01,1984-09-24,2.73
State Trooper,1982-01-01,1984-09-24,2.73
Mansion on the Hill,1982-01-01,1984-09-24,2.73
I’m Goin’ Down,1984-01-01,1984-09-24,0.73
Darlington County,1984-01-01,1984-09-24,0.73
Glory Days,1984-01-01,1984-09-24,0.73
The Promised Land,1978-01-01,1984-09-24,6.73
My Hometown,1984-01-01,1984-09-24,0.73
Badlands,1978-01-01,1984-09-24,6.73
Thunder Road,1975-01-01,1984-09-24,9.73
Hungry Heart,1980-01-01,1984-09-24,4.73
Dancing in the Dark,1984-01-01,1984-09-24,0.73
Cadillac Ranch,1980-01-01,1984-09-24,4.73
Downbound Train,1984-01-01,1984-09-24,0.73
I’m on Fire,1984-01-01,1984-09-24,0.73
Cover Me,1984-01-01,1984-09-24,0.73
Bobby Jean,1984-01-01,1984-09-24,0.73
Racing in the Street,1978-01-01,1984-09-24,6.73
Rosalita (Come Out Tonight),1973-01-01,1984-09-24,11.73
Jungleland,1975-01-01,1984-09-24,9.73
Born to Run,1975-01-01,1984-09-24,9.73
Born in the U.S.A.,1984-01-01,1984-09-22,0.73
Out in the Street,1980-01-01,1984-09-22,4.73
Spirit in the Night,1973-01-01,1984-09-22,11.72
Atlantic City,1982-01-01,1984-09-22,2.72
State Trooper,1982-01-01,1984-09-22,2.72
Highway Patrolman,1982-01-01,1984-09-22,2.72
Prove It All Night,1978-01-01,1984-09-22,6.72
Glory Days,1984-01-01,1984-09-22,0.73
The Promised Land,1978-01-01,1984-09-22,6.72
The River,1980-01-01,1984-09-22,4.73
Badlands,1978-01-01,1984-09-22,6.72
Thunder Road,1975-01-01,1984-09-22,9.73
Hungry Heart,1980-01-01,1984-09-22,4.73
Dancing in the Dark,1984-01-01,1984-09-22,0.73
Cadillac Ranch,1980-01-01,1984-09-22,4.73
Candy’s Room,1978-01-01,1984-09-22,6.72
Downbound Train,1984-01-01,1984-09-22,0.73
I’m on Fire,1984-01-01,1984-09-22,0.73
Cover Me,1984-01-01,1984-09-22,0.73
Growin’ Up,1973-01-01,1984-09-22,11.72
Bobby Jean,1984-01-01,1984-09-22,0.73
Rosalita (Come Out Tonight),1973-01-01,1984-09-22,11.72
Jungleland,1975-01-01,1984-09-22,9.73
Born to Run,1975-01-01,1984-09-22,9.73
Born in the U.S.A.,1984-01-01,1984-09-21,0.72
Out in the Street,1980-01-01,1984-09-21,4.72
Tenth Avenue Freeze‐Out,1975-01-01,1984-09-21,9.72
Atlantic City,1982-01-01,1984-09-21,2.72
Johnny 99,1982-01-01,1984-09-21,2.72
Reason to Believe,1982-01-01,1984-09-21,2.72
Mansion on the Hill,1982-01-01,1984-09-21,2.72
I’m Goin’ Down,1984-01-01,1984-09-21,0.72
Darlington County,1984-01-01,1984-09-21,0.72
Glory Days,1984-01-01,1984-09-21,0.72
The Promised Land,1978-01-01,1984-09-21,6.72
My Hometown,1984-01-01,1984-09-21,0.72
Badlands,1978-01-01,1984-09-21,6.72
Thunder Road,1975-01-01,1984-09-21,9.72
Hungry Heart,1980-01-01,1984-09-21,4.72
Dancing in the Dark,1984-01-01,1984-09-21,0.72
Cadillac Ranch,1980-01-01,1984-09-21,4.72
Sherry Darling,1980-01-01,1984-09-21,4.72
Point Blank,1980-01-01,1984-09-21,4.72
Cover Me,1984-01-01,1984-09-21,0.72
Bobby Jean,1984-01-01,1984-09-21,0.72
Racing in the Street,1978-01-01,1984-09-21,6.72
Rosalita (Come Out Tonight),1973-01-01,1984-09-21,11.72
Jungleland,1975-01-01,1984-09-21,9.72
Born to Run,1975-01-01,1984-09-21,9.72
Born in the U.S.A.,1984-01-01,1984-09-18,0.71
Out in the Street,1980-01-01,1984-09-18,4.71
Spirit in the Night,1973-01-01,1984-09-18,11.71
Atlantic City,1982-01-01,1984-09-18,2.71
State Trooper,1982-01-01,1984-09-18,2.71
Reason to Believe,1982-01-01,1984-09-18,2.71
I’m Goin’ Down,1984-01-01,1984-09-18,0.71
Darlington County,1984-01-01,1984-09-18,0.71
Glory Days,1984-01-01,1984-09-18,0.71
The Promised Land,1978-01-01,1984-09-18,6.71
Point Blank,1980-01-01,1984-09-18,4.71
Badlands,1978-01-01,1984-09-18,6.71
Thunder Road,1975-01-01,1984-09-18,9.71
Hungry Heart,1980-01-01,1984-09-18,4.71
Dancing in the Dark,1984-01-01,1984-09-18,0.71
Cadillac Ranch,1980-01-01,1984-09-18,4.71
Candy’s Room,1978-01-01,1984-09-18,6.71
I’m on Fire,1984-01-01,1984-09-18,0.71
Cover Me,1984-01-01,1984-09-18,0.71
Growin’ Up,1973-01-01,1984-09-18,11.71
Bobby Jean,1984-01-01,1984-09-18,0.71
Rosalita (Come Out Tonight),1973-01-01,1984-09-18,11.71
Jungleland,1975-01-01,1984-09-18,9.71
Born to Run,1975-01-01,1984-09-18,9.71
Born in the U.S.A.,1984-01-01,1984-09-17,0.71
Out in the Street,1980-01-01,1984-09-17,4.71
Tenth Avenue Freeze‐Out,1975-01-01,1984-09-17,9.71
Atlantic City,1982-01-01,1984-09-17,2.71
Johnny 99,1982-01-01,1984-09-17,2.71
Independence Day,1980-01-01,1984-09-17,4.71
Prove It All Night,1978-01-01,1984-09-17,6.71
Darlington County,1984-01-01,1984-09-17,0.71
Glory Days,1984-01-01,1984-09-17,0.71
The Promised Land,1978-01-01,1984-09-17,6.71
My Hometown,1984-01-01,1984-09-17,0.71
Badlands,1978-01-01,1984-09-17,6.71
Thunder Road,1975-01-01,1984-09-17,9.71
